Order No.,Client OrderID,Order Type,Sub Order Type,Customer Name,Customer Phone,GSTIN,Customer Address,Delivery Boy,Delivery Boy Number,Items,My Amount (₹),Total Discount (₹),Delivery Charge (₹),Container Charge (₹),Total Tax (₹),Round Off (₹),Grand Total (₹),Payment Type,Payment Description,Status,Created,Sequence Name
8174,,Dine In (6),Non AC,,,,,,,Royalstag (180 Ml),990.00,0.00,0.00,0.00,99.00,0.00,1089.00,Cash,,Printed,3 Jun 2025 21:44:47,
8173,,Pick Up,Pick Up,,,,,,,Prawns Biryani,340.00,51.00,0.00,0.00,14.46,-0.46,303.00,Cash,,Printed,3 Jun 2025 21:43:57,
8172,207935847165880,Delivery,Konkan Swad Gomantak F - Swiggy,,,,,,,"Chicken Gravy., Neer Dosa[2 Pcs], Surmai Tawa Fry 1pc",320.00,0.00,0.00,10.00,16.00,0.00,346.00,Online,,Printed,3 Jun 2025 21:28:06,
8171,,Pick Up,Pick Up,,,,,,,Prawns Koliwada,300.00,45.00,0.00,0.00,12.76,0.24,268.00,Cash,,Printed,3 Jun 2025 21:03:07,
8170,,Pick Up,Pick Up,,,,,,,Prawns Koliwada,300.00,45.00,0.00,0.00,12.76,0.24,268.00,Cash,,Printed,3 Jun 2025 20:55:20,
8169,,Dine In (5),Non AC,,,,,,,"fried noodles, Prawns 65, Prawns Schezwan Fried Rice, Schezwan Sauce",620.00,30.00,0.00,0.00,29.50,0.50,620.00,Cash,,Printed,3 Jun 2025 20:39:35,
8168,,Pick Up,Pick Up,,,,,,,Chakli,20.00,20.00,0.00,0.00,0.00,0.00,0.00,Cash,,Printed,3 Jun 2025 20:38:39,
8167,,Dine In (3),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,3 Jun 2025 20:28:42,
8166,,Dine In (6),Non AC,,,,,,,"Crab Lolipop (6 Pc), Dsp Black (180 Ml), Dsp Black (60 Ml), Soda 500ml, Surmai Thali, Watermelon Mojito",1110.00,0.00,0.00,0.00,74.50,0.50,1185.00,Cash,,Printed,3 Jun 2025 20:28:26,
8165,,Dine In (2),Non AC,,,,,,,"Mc Dowell (90 Ml), Soft Drink 300 Ml",190.00,0.00,0.00,0.00,17.50,0.50,208.00,Cash,,Printed,3 Jun 2025 20:02:45,
8164,207930378140773,Delivery,Konkan Swad Gomantak F - Swiggy,,,,,,,"Bhakri, Surmai Fry (2pcs)",390.00,0.00,0.00,10.00,19.50,0.50,420.00,Online,,Printed,3 Jun 2025 19:56:57,
8163,,Pick Up,Pick Up,,,,,,,"Pomfret Billa Tawa Fry, Potta Fry",650.00,97.50,0.00,0.00,27.62,-0.12,580.00,Cash,,Printed,3 Jun 2025 19:56:49,
8162,,Dine In (5),Non AC,,,,,,,"Blenders Pride (60 Ml), Blenders Pride (90 Ml), Packaged Water",600.00,60.00,0.00,0.00,52.66,0.34,593.00,Cash,,Printed,3 Jun 2025 19:31:34,
8161,,Dine In (3),Non AC,,,,,,,"Bhakri, Magic Moment (180 Ml), Mutton Ghee Roast, Packaged Water, Squid Masala Fry",1110.00,0.00,0.00,0.00,72.50,0.50,1183.00,Cash,,Printed,3 Jun 2025 18:41:08,
8160,,Dine In (2),Non AC,,,,,,,"Blenders Reserve (180 Ml), Packaged Water",710.00,0.00,0.00,0.00,69.50,0.50,780.00,Cash,,Printed,3 Jun 2025 18:34:07,
8159,,Dine In (1),Non AC,,,,,,,Mc Dowell (90 Ml),160.00,0.00,0.00,0.00,16.00,0.00,176.00,Cash,,Printed,3 Jun 2025 18:20:57,
8158,,Dine In (5),Non AC,,,,,,,Royalstag (90 Ml),170.00,0.00,0.00,0.00,17.00,0.00,187.00,Cash,,Printed,3 Jun 2025 17:49:52,
8157,,Dine In (3),Non AC,,,,,,,"Chicken Lolipop Half, Kingfisher Strong (500 ML), Tuborg Strong (650 Ml)",1030.00,0.00,0.00,0.00,96.50,0.50,1127.00,Cash,,Printed,3 Jun 2025 17:44:41,
8156,,Dine In (6),Non AC,,,,,,,"Budwiser Strong (500 ML), Chicken Lolipop Half, Soft Drink 300 Ml, Surmai Tawa Fry(2Pcs)",1140.00,0.00,0.00,0.00,90.00,0.00,1230.00,Cash,,Printed,3 Jun 2025 17:22:14,
8155,,Dine In (1A),Non AC,,,,,,,"Bhakri, Bombil Fry, Fry Papad, Kollum Rice (Half), Packaged Water, Pomfret Masala (2 Pc), Prawns Ghee Roast, Squid Tawa Fry",1370.00,0.00,0.00,0.00,68.50,0.50,1439.00,Cash,,Printed,3 Jun 2025 17:03:40,
8154,,Dine In (4),Non AC,,,,,,,Dal Khichdi,160.00,0.00,0.00,0.00,8.00,0.00,168.00,Cash,,Printed,3 Jun 2025 16:42:46,
8153,,Dine In (1),Non AC,,,,,,,"Chicken Masala (sagoti), Royalstag (180 Ml), Soft Drink 300 Ml",570.00,0.00,0.00,0.00,45.00,0.00,615.00,Cash,,Printed,3 Jun 2025 16:10:03,
8152,,Dine In (2),Non AC,,,,,,,"Neer Dosa Per Pc, Packaged Water, Royal Challenge (180 Ml), Royal Challenge (30 Ml), Royal Challenge (60 Ml), Sukha Bhaji, Veg Thali",792.00,0.00,0.00,0.00,66.60,0.40,859.00,Cash,,Printed,3 Jun 2025 16:00:06,
8151,,Dine In (6A),Non AC,,,,,,,Pomfret Thali,340.00,0.00,0.00,0.00,17.00,0.00,357.00,Cash,,Printed,3 Jun 2025 15:51:45,
8150,,Dine In (3),Non AC,,,,,,,"Chapati, Packaged Water, Veg Thali",270.00,0.00,0.00,0.00,13.50,0.50,284.00,Cash,,Printed,3 Jun 2025 15:43:38,
8149,,Dine In (6),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,3 Jun 2025 15:35:17,
8148,,Dine In (20),AC,,,,,,,"Dal Khichdi, Masala Papad, Packaged Water",280.00,0.00,0.00,0.00,14.00,0.00,294.00,Cash,,Printed,3 Jun 2025 15:29:09,
8147,,Dine In (18),AC,,,,,,,"Chakli, Packaged Water, Royalstag (180 Ml), Royalstag (60 Ml), Veg Thali",720.00,0.00,0.00,0.00,61.00,0.00,781.00,Cash,,Printed,3 Jun 2025 15:29:01,
8146,,Dine In (4A),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,3 Jun 2025 15:27:53,
8145,,Dine In (5),Non AC,,,,,,,Veg Thali,140.00,0.00,0.00,0.00,7.00,0.00,147.00,Cash,,Printed,3 Jun 2025 15:25:59,
8144,,Pick Up,Pick Up,,,,,,,Chapati,216.00,32.40,0.00,0.00,9.18,0.22,193.00,Cash,,Printed,3 Jun 2025 15:23:49,
8143,,Dine In (3),Non AC,,,,,,,"Bhakri, Veg Thali",90.00,0.00,0.00,0.00,4.50,0.50,95.00,Cash,,Printed,3 Jun 2025 15:20:58,
8142,,Dine In (4),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,3 Jun 2025 15:18:40,
8141,,Dine In (24),AC,,,,,,,Chicken Thali,500.00,0.00,0.00,0.00,25.00,0.00,525.00,Cash,,Printed,3 Jun 2025 15:16:06,
8140,,Dine In (1),Non AC,,,,,,,"Chapati, Veg Thali",100.00,0.00,0.00,0.00,5.00,0.00,105.00,Cash,,Printed,3 Jun 2025 15:15:35,
8139,,Dine In (6),Non AC,,,,,,,"Bhakri, Veg Thali",230.00,0.00,0.00,0.00,11.50,0.50,242.00,Cash,,Printed,3 Jun 2025 15:13:04,
8138,,Dine In (21),AC,,,,,,,"Crab Lolipop (6 Pc), Prawns Thali, Surmai Thali",920.00,0.00,0.00,0.00,46.00,0.00,966.00,Cash,,Printed,3 Jun 2025 15:06:33,
8137,,Dine In (17),AC,,,,,,,"Apple Chicken, Breezer, Squid Tawa Fry",1700.00,0.00,0.00,0.00,137.00,0.00,1837.00,Cash,,Printed,3 Jun 2025 15:01:48,
8136,,Dine In (20),AC,,,,,,,"Bombil Thali, Romanov Apple (180 Ml), Soft Drink 300 Ml",610.00,0.00,0.00,0.00,46.50,0.50,657.00,Cash,,Printed,3 Jun 2025 14:59:42,
8135,,Dine In (16),AC,,,,,,,Kingfisher Mid (650 Ml),360.00,0.00,0.00,0.00,36.00,0.00,396.00,Cash,,Printed,3 Jun 2025 14:56:56,
8134,,Dine In (4),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,3 Jun 2025 14:56:23,
8133,,Dine In (5),Non AC,,,,,,,"Chicken Thali, Packaged Water",255.00,0.00,0.00,0.00,12.76,0.24,268.00,Cash,,Printed,3 Jun 2025 14:55:18,
8132,,Dine In (3),Non AC,,,,,,,"Bhakri, Veg Thali",90.00,0.00,0.00,0.00,4.50,0.50,95.00,Cash,,Printed,3 Jun 2025 14:55:15,
8131,,Dine In (22),AC,,,,,,,"Caramel Custard, Crab Lolipop (6 Pc), Extra Vade(4pc), Mutton Thali",950.00,0.00,0.00,0.00,47.50,0.50,998.00,Cash,,Printed,3 Jun 2025 14:52:36,
8130,,Dine In (19),AC,,,,,,,Bombil Thali,250.00,0.00,0.00,0.00,12.50,0.50,263.00,Cash,,Printed,3 Jun 2025 14:46:12,
8129,,Dine In (6),Non AC,,,,,,,Veg Thali,210.00,0.00,0.00,0.00,10.50,0.50,221.00,Cash,,Printed,3 Jun 2025 14:43:53,
8128,,Dine In (2),Non AC,,,,,,,"Prawns Thali, Surmai Thali",560.00,0.00,0.00,0.00,28.00,0.00,588.00,Cash,,Printed,3 Jun 2025 14:40:43,
8127,,Dine In (3),Non AC,,,,,,,"Solkadi, Surmai Thali",320.00,0.00,0.00,0.00,16.00,0.00,336.00,Cash,,Printed,3 Jun 2025 14:37:00,
8126,,Dine In (4),Non AC,,,,,,,"Kollum Rice (Half), Surmai Thali",320.00,0.00,0.00,0.00,16.00,0.00,336.00,Cash,,Printed,3 Jun 2025 14:35:44,
8125,,Dine In (1),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,3 Jun 2025 14:35:31,
8124,,Dine In (4A),Non AC,,,,,,,Chicken Thali,225.00,0.00,0.00,0.00,11.26,-0.26,236.00,Cash,,Printed,3 Jun 2025 14:21:44,
8123,,Dine In (6),Non AC,,,,,,,"Solkadi, Veg Thali",190.00,0.00,0.00,0.00,9.50,0.50,200.00,Cash,,Printed,3 Jun 2025 14:20:38,
8122,,Dine In (5),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,3 Jun 2025 14:18:41,
8121,,Dine In (5A),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,3 Jun 2025 14:18:08,
8120,,Dine In (1),Non AC,,,,,,,"Fry Papad, Veg Thali",100.00,0.00,0.00,0.00,5.00,0.00,105.00,Cash,,Printed,3 Jun 2025 14:14:33,
8119,,Dine In (18),AC,,,,,,,"Bangda Thali, Chakli, Chapati, Javla Masala Fry, Prawns Masala Fry",1126.00,0.00,0.00,0.00,56.30,-0.30,1182.00,Cash,,Printed,3 Jun 2025 14:14:05,
8118,,Dine In (4),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,3 Jun 2025 14:11:22,
8117,,Dine In (21),AC,,,,,,,Veg Thali,90.00,0.00,0.00,0.00,4.50,0.50,95.00,Cash,,Printed,3 Jun 2025 14:10:04,
8116,,Dine In (6),Non AC,,,,,,,Veg Thali,140.00,0.00,0.00,0.00,7.00,0.00,147.00,Cash,,Printed,3 Jun 2025 14:05:36,
8115,,Dine In (3A),Non AC,,,,,,,"Chapati, Veg Thali",85.00,0.00,0.00,0.00,4.26,-0.26,89.00,Cash,,Printed,3 Jun 2025 14:03:44,
8114,,Dine In (6),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,3 Jun 2025 14:03:40,
8113,,Dine In (5),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,3 Jun 2025 14:03:38,
8112,,Dine In (3),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,3 Jun 2025 14:03:33,
8111,,Dine In (6A),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,3 Jun 2025 13:40:46,
8110,,Dine In (1),Non AC,,,,,,,"Dsp Black (60 Ml), Dsp Black (90 Ml), Egg Bhurji",340.00,0.00,0.00,0.00,29.50,0.50,370.00,Cash,,Printed,3 Jun 2025 13:40:18,
8109,,Dine In (5),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,3 Jun 2025 13:34:56,
8108,,Dine In (5),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,3 Jun 2025 13:33:57,
8107,,Dine In (4),Non AC,,,,,,,Veg Thali,140.00,0.00,0.00,0.00,7.00,0.00,147.00,Cash,,Printed,3 Jun 2025 13:33:24,
8106,,Dine In (6),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,3 Jun 2025 13:25:28,
8105,,Dine In (2),Non AC,,,,,,,"Mc Dowell (180 Ml), Mc Dowell (90 Ml), Mc Dowell Luxury (180 Ml), Veg Triple Schezwan Rice",965.00,0.00,0.00,0.00,85.76,0.24,1051.00,Cash,,Printed,3 Jun 2025 13:24:02,
8104,,Dine In (6A),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,3 Jun 2025 13:23:38,
8103,,Pick Up,Pick Up,,,,,,,Dal Khichdi,180.00,27.00,0.00,0.00,7.66,0.34,161.00,Cash,,Printed,3 Jun 2025 13:13:42,
8102,,Dine In (3),Non AC,,,,,,,Mc Dowell Luxury (90 Ml),150.00,0.00,0.00,0.00,15.00,0.00,165.00,Cash,,Printed,3 Jun 2025 12:56:28,
8101,,Dine In (1),Non AC,,,,,,,"Chapati, Veg Thali",100.00,0.00,0.00,0.00,5.00,0.00,105.00,Cash,,Printed,3 Jun 2025 12:56:00,
8100,,Dine In (4),Non AC,,,,,,,"Packaged Water, Royal Challenge (30 Ml), Royal Challenge (90 Ml)",280.00,0.00,0.00,0.00,26.50,0.50,307.00,Cash,,Printed,3 Jun 2025 12:29:32,
8099,6941212519,Delivery,Zomato,,,,,,,Surmai Masala,300.00,0.00,0.00,0.00,15.00,0.00,315.00,Online,,Cancelled,3 Jun 2025 11:03:10,
8098,,Dine In (24),AC,,,,,,,"Bombil Fry, Chapati, Veg Thali",346.00,346.00,0.00,0.00,0.00,0.00,0.00,Cash,,Printed,3 Jun 2025 04:20:41,
8097,,Pick Up,Pick Up,,,,,,,Mutton Biryani,350.00,350.00,0.00,0.00,0.00,0.00,0.00,Cash,,Printed,3 Jun 2025 04:20:28,
8096,,Pick Up,Pick Up,,,,,,,"Bhakri, Chicken Masala (sagoti), Solkadi",490.00,490.00,0.00,0.00,0.00,0.00,0.00,Cash,,Printed,3 Jun 2025 04:20:14,
8095,,Pick Up,Pick Up,,,,,,,"Antiquity (180 Ml), Bacardi Black Rum (180 Ml), Ballantines (180 Ml), Blenders Pride (180 Ml), Blue Riband (180 Ml), Bud Mild 500, Budwiser Mild (330 Ml), Budwiser Mild (650 Ml), Budwiser Strong (500 ML), Budwiser Strong (650 Ml), Calsberg Strong, Dr Brandy (180 Ml), Dsp Black (180 Ml), Dsp Black (90 Ml), Imperial Blue (180 Ml), Imperial Blue (90 Ml), Kingfisher Mid (330 Ml), Kingfisher Mid (650 Ml), Kingfisher Strong (500 ML), Kingfisher Strong (650 Ml), Lp  Strong, Lp Mild, Macdowell Rum (180 Ml), Magic Moment (180 Ml), Magic Moment Apple (180 Ml), Mc Dowell (180 Ml), Mc Dowell (90 Ml), Mc Dowell Luxury (180 Ml), Mcd No 1 750ml, Oak Smit Silver Internation (180 Ml), Oak Smith Gold (180 Ml), Officers Choice, Packaged Water, Romanov (180 Ml), Romanov Apple (180 Ml), Royal Challenge (180 Ml), Royalstag (180 Ml), Royalstag (90 Ml), Smirnoff (180 Ml), Sterling Reserve B7 180ml (180 Ml), Tuborg Mild, Tuborg Strong (650 Ml), White Mischeif (180 Ml)",84595.00,0.00,0.00,0.00,59.00,0.00,84654.00,Cash,,Printed,3 Jun 2025 04:19:42,
8094,,Dine In (2A),Non AC,,,,,,,"Boiled Eggs, Old Monk (60 Ml), Veg Thali",450.00,67.50,0.00,0.00,33.15,0.35,416.00,Cash,,Printed,3 Jun 2025 03:11:18,
8093,,Dine In (16),AC,,,,,,,"Bhakri, Mc Dowell (180 Ml), Prawns Thali, Soda 300ml, Solkadi, Surmai Thali",1058.00,0.00,0.00,0.00,68.90,0.10,1127.00,Cash,,Printed,3 Jun 2025 01:14:56,
8092,,Dine In (17),AC,,,,,,,"Crab Lolipop (6 Pc), Crab Meat Soup",550.00,0.00,0.00,0.00,27.50,0.50,578.00,Cash,,Printed,3 Jun 2025 00:47:51,
8091,,Dine In (18),AC,,,,,,,"Bhakri, Calsberg Mild, Caramel Custard, Chicken Liver Masala Fry, Finger Chips, Kollum Rice (Half), Mandeli Fry, Packaged Water, Prawns Biryani, Prawns Koliwada, Romanov (180 Ml), Soft Drink 300 Ml, Solkadi",2316.00,0.00,0.00,0.00,152.30,-0.30,2468.00,Cash,,Printed,3 Jun 2025 00:44:16,
8090,,Dine In (3),Non AC,,,,,,,"Chicken Masala Fry Boneless, Extra Vade(4pc), Mix Veg, Packaged Water, Solkadi",880.00,0.00,0.00,0.00,44.00,0.00,924.00,Cash,,Printed,3 Jun 2025 00:21:28,
8089,,Dine In (1),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,2 Jun 2025 23:57:12,
8088,,Dine In (17),AC,,,,,,,"Bombil Fry, Chicken Biryani, Crab Meat Soup, Kingfisher Strong (650 Ml), Masala Papad, Neer Dosa Per Pc, Surmai Thali, Watermelon Mojito",2020.00,0.00,0.00,0.00,135.00,0.00,2155.00,Cash,,Printed,2 Jun 2025 23:51:07,
8087,,Dine In (15),AC,,,,,,,"Bhakri, Boiled Eggs, Budwiser Mild (650 Ml), Egg Tawa Fry, Green Salad, Kingfisher Mid (650 Ml), Oak Smit Silver Internation (180 Ml), Packaged Water, Solkadi",1891.00,189.10,0.00,0.00,138.43,-0.33,1840.00,Cash,,Printed,2 Jun 2025 23:46:21,
8086,6935259999,Delivery,Zomato,,,,,,,Surmai Masala,300.00,50.00,0.00,0.00,12.50,0.50,263.00,Online,,Printed,2 Jun 2025 23:41:37,
8085,,Dine In (9),AC,,,,,,,"Chicken Ghee Roast (boneless), Chicken Hakka Noodles, Jeera Rice, Neer Dosa Per Pc",900.00,90.00,0.00,0.00,40.50,0.50,851.00,Cash,,Printed,2 Jun 2025 23:41:14,
8084,,Dine In (5),Non AC,,,,,,,Veg Thali,140.00,0.00,0.00,0.00,7.00,0.00,147.00,Cash,,Printed,2 Jun 2025 23:39:48,
8083,,Dine In (20),AC,,,,,,,"Bhakri, Bombil Thali",278.00,0.00,0.00,0.00,13.90,0.10,292.00,Cash,,Printed,2 Jun 2025 23:35:09,
8082,6928760868,Delivery,Zomato,,,,,,,"Bhakri, Surmai Masala, Surmai Tawa Fry(2Pcs)",760.00,50.00,0.00,0.00,35.50,0.50,746.00,Online,,Printed,2 Jun 2025 23:12:48,
8081,,Dine In (16),AC,,,,,,,"Neer Dosa Per Pc, Pomfret Thali, Prawns Thali",775.00,0.00,0.00,0.00,38.76,0.24,814.00,Cash,,Printed,2 Jun 2025 23:09:00,
8080,,Dine In (1),Non AC,,,,,,,Royalstag (90 Ml),170.00,0.00,0.00,0.00,17.00,0.00,187.00,Cash,,Printed,2 Jun 2025 23:08:31,
8079,,Dine In (4),Non AC,,,,,,,"Chapati, Tuborg Strong (650 Ml), Veg Handi",535.00,0.00,0.00,0.00,43.00,0.00,578.00,Cash,,Printed,2 Jun 2025 23:03:27,
8078,,Dine In (11),AC,,,,,,,"Bhakri, Breezer, Prawns Biryani, Shell Fish Masala Fry, Tuborg Strong (650 Ml)",1316.00,0.00,0.00,0.00,95.80,0.20,1412.00,Cash,,Printed,2 Jun 2025 22:58:52,
8077,,Dine In (2),Non AC,,,,,,,"Dsp Black (90 Ml), Mc Dowell Luxury (180 Ml)",440.00,0.00,0.00,0.00,44.00,0.00,484.00,Cash,,Printed,2 Jun 2025 22:47:18,
8076,,Dine In (14),AC,,,,,,,"Bangda Tawa Fry, Blueberry Mojito, Chapati, Fresh Lime Soda, Prawns Fry, Seafood Thali",1536.00,0.00,0.00,0.00,69.80,0.20,1606.00,Cash,,Printed,2 Jun 2025 22:46:32,
8075,,Dine In (19),AC,,,,,,,"Apple Chicken, Bhakri, Chicken Rotti (kori Rotti), Crab Lolipop (6 Pc), Packaged Water, Seafood Thali, Soft Drink 300 Ml, Surmai Thali",1854.00,0.00,0.00,0.00,92.70,0.30,1947.00,Cash,,Printed,2 Jun 2025 22:44:57,
8074,,Dine In (21),AC,,,,,,,"Blenders Pride (60 Ml), Oak Smith Gold (180 Ml), Oak Smith Gold (60 Ml), Packaged Water, Paneer Chilli, Soda 300ml",1455.00,218.25,0.00,0.00,110.08,0.17,1347.00,Cash,,Printed,2 Jun 2025 22:43:24,
8073,,Dine In (6),Non AC,,,,,,,"Chapati, Surmai Thali, Veg Thali",370.00,0.00,0.00,0.00,18.50,0.50,389.00,Cash,,Printed,2 Jun 2025 22:38:26,
8072,,Dine In (1),Non AC,,,,,,,"Boiled Eggs, Mc Dowell (180 Ml), Packaged Water, Royal Challenge (180 Ml), Royal Challenge (60 Ml), Soda 300ml",865.00,0.00,0.00,0.00,81.26,-0.26,946.00,Cash,,Printed,2 Jun 2025 22:31:44,
8071,,Dine In (3),Non AC,,,,,,,"Old Monk (180 Ml), Packaged Water, Seafood Thali",715.00,0.00,0.00,0.00,48.76,0.24,764.00,Cash,,Printed,2 Jun 2025 22:30:29,
8070,,Dine In (4),Non AC,,,,,,,Veg Thali,70.00,0.00,0.00,0.00,3.50,0.50,74.00,Cash,,Printed,2 Jun 2025 22:13:53,
8069,,Dine In (22),AC,,,,,,,"Royal Challenge (180 Ml), Soda 300ml, Surmai Thali",680.00,0.00,0.00,0.00,51.50,0.50,732.00,Cash,,Printed,2 Jun 2025 22:10:53,
8068,6935512157,Delivery,Zomato,,,,,,,Prawns Masala,300.00,0.00,0.00,0.00,15.00,0.00,315.00,Online,,Printed,2 Jun 2025 22:06:46,
8067,,Dine In (5),Non AC,,,,,,,"Royal Challenge (180 Ml), Royal Challenge (30 Ml), Royal Challenge (60 Ml)",540.00,0.00,0.00,0.00,54.00,0.00,594.00,Cash,,Printed,2 Jun 2025 22:03:42,
8066,,Dine In (16),AC,,,,,,,Kingfisher Strong (650 Ml),340.00,0.00,0.00,0.00,34.00,0.00,374.00,Cash,,Printed,2 Jun 2025 21:57:36,
8065,6938614607,Delivery,Zomato,,,,,,,Prawns Biryani,340.00,100.00,0.00,0.00,12.00,0.00,252.00,Online,,Printed,2 Jun 2025 21:51:03,
8064,,Dine In (17),AC,,,,,,,"Bacardi Black Rum (180 Ml), Chicken Triple Schezwan, Fry Papad, Masala Papad, Masala Snacks, Packaged Water, Prawns Fry, Prawns Koliwada, Soft Drink 300 Ml, Watermelon Mojito",1600.00,0.00,0.00,0.00,96.00,0.00,1696.00,Cash,,Printed,2 Jun 2025 21:49:53,
8063,6939836254,Delivery,Zomato,,,,,,,"Chapati, Special Sukka Bhaji",210.00,0.00,0.00,0.00,10.50,0.50,221.00,Online,,Printed,2 Jun 2025 21:45:50,
8062,,Pick Up,Pick Up,,,,,,,Bangda Tawa Fry,180.00,27.00,0.00,0.00,7.66,0.34,161.00,Cash,,Printed,2 Jun 2025 21:39:29,
8061,6930381845,Delivery,Zomato,,,,,,,Prawns Masala,300.00,0.00,0.00,0.00,15.00,0.00,315.00,Online,,Printed,2 Jun 2025 21:36:58,
8060,6934975749,Delivery,Zomato,,,,,,,Prawns Biryani,340.00,50.00,0.00,0.00,14.50,0.50,305.00,Online,,Printed,2 Jun 2025 21:35:05,
8059,,Dine In (4A),Non AC,,,,,,,"Packaged Water, Red Bull, Veg Thali",250.00,0.00,0.00,0.00,12.50,0.50,263.00,Cash,,Printed,2 Jun 2025 21:28:25,
8058,6935938084,Delivery,Zomato,,,,,,,Surmai Masala,300.00,0.00,0.00,0.00,15.00,0.00,315.00,Online,,Printed,2 Jun 2025 21:26:46,
8057,,Dine In (2),Non AC,,,,,,,"Budwiser Mild (650 Ml), Royalstag (180 Ml)",705.00,0.00,0.00,0.00,70.50,0.50,776.00,Cash,,Printed,2 Jun 2025 21:24:54,
8056,,Dine In (4),Non AC,,,,,,,"Dsp Black (90 Ml), Soda 300ml",175.00,0.00,0.00,0.00,16.26,-0.26,191.00,Cash,,Printed,2 Jun 2025 21:19:45,
8055,,Dine In (6),Non AC,,,,,,,"Chicken Chilly Dry, Egg Half Fry, Fry Papad, Royalstag (180 Ml), Royalstag (90 Ml), Soft Drink 300 Ml",1045.00,0.00,0.00,0.00,77.26,-0.26,1122.00,Cash,,Printed,2 Jun 2025 21:13:43,
8054,,Dine In (18),AC,,,,,,,"Bira White (650 Ml), Dal Khichdi Tadka, Mushroom Koliwada, Paneer Chilli",1570.00,0.00,0.00,0.00,123.50,0.50,1694.00,Cash,,Printed,2 Jun 2025 21:08:48,
8053,,Dine In (5),Non AC,,,,,,,"Oak Smit Silver Internation (180 Ml), Oak Smit Silver Internation (90 Ml), Soft Drink 300 Ml",670.00,0.00,0.00,0.00,64.00,0.00,734.00,Cash,,Printed,2 Jun 2025 20:50:34,
8052,6936533922,Delivery,Zomato,,,,,,,"Gobi Munchurian, Solkadi, Veg Biryani",520.00,0.00,0.00,0.00,26.00,0.00,546.00,Online,,Printed,2 Jun 2025 20:29:01,
8051,,Dine In (2),Non AC,,,,,,,"Macdowell Rum (90 Ml), Romanov (180 Ml), Soft Drink 300 Ml",465.00,0.00,0.00,0.00,45.00,0.00,510.00,Cash,,Printed,2 Jun 2025 20:18:32,
8050,,Dine In (2),Non AC,,,,,,,Macdowell Rum (90 Ml),135.00,0.00,0.00,0.00,13.50,0.50,149.00,Cash,,Printed,2 Jun 2025 19:59:45,
8049,,Pick Up,Pick Up,,,,,,,Old Monk (180 Ml),290.00,290.00,0.00,0.00,0.00,0.00,0.00,Cash,,Printed,2 Jun 2025 19:31:42,
8048,,Dine In (6A),Non AC,,,,,,,"Blenders Pride (60 Ml), Blenders Pride (90 Ml), Packaged Water",600.00,0.00,0.00,0.00,58.50,0.50,659.00,Cash,,Printed,2 Jun 2025 19:17:01,
8047,,Dine In (1),Non AC,,,,,,,Crab Biryani Boneless,390.00,0.00,0.00,0.00,19.50,0.50,410.00,Cash,,Printed,2 Jun 2025 19:06:35,
8046,,Dine In (4),Non AC,,,,,,,"Oak Smit Silver Internation (180 Ml), Oak Smit Silver Internation (90 Ml), Packaged Water, Soft Drink 600 Ml, Veg Biryani",900.00,0.00,0.00,0.00,75.50,0.50,976.00,Cash,,Printed,2 Jun 2025 17:35:00,
8045,,Dine In (1),Non AC,,,,,,,"Calsberg Strong, Fry Papad",440.00,0.00,0.00,0.00,42.50,0.50,483.00,Cash,,Printed,2 Jun 2025 16:53:23,
8044,,Dine In (3),Non AC,,,,,,,Dal Khichdi,160.00,12.80,0.00,0.00,7.36,0.44,155.00,Cash,,Printed,2 Jun 2025 16:29:07,
